date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-09-27,Bahrain,Panama,0.0,2.0,Friendly,Riffa,Bahrain,False
2022-09-27,Brazil,Tunisia,5.0,1.0,Friendly,Paris,France,True
2022-09-27,Brunei,Laos,1.0,0.0,Friendly,Bandar Seri Begawan,Brunei,False
2022-09-27,Burkina Faso,Comoros,2.0,1.0,Friendly,Casablanca,Morocco,True
2022-09-27,Canada,Uruguay,0.0,2.0,Friendly,Bratislava,Slovakia,True
2022-09-27,DR Congo,Sierra Leone,3.0,0.0,Friendly,Casablanca,Morocco,True
2022-09-27,Costa Rica,Uzbekistan,2.0,1.0,Friendly,Suwon,South Korea,True
2022-09-27,Ecuador,Japan,0.0,0.0,Kirin Challenge Cup,Düsseldorf,Germany,True
2022-09-27,Egypt,Liberia,3.0,0.0,Friendly,Alexandria,Egypt,False
2022-09-27,Equatorial Guinea,Togo,2.0,2.0,Friendly,Casablanca,Morocco,True
2022-09-27,Ghana,Nicaragua,1.0,0.0,Friendly,Lorca,Spain,True
2022-09-27,Honduras,Guatemala,2.0,1.0,Friendly,Houston,United States,True
2022-09-27,Indonesia,Curacao,2.0,1.0,Friendly,Cibinong,Indonesia,False
2022-09-27,Iran,Senegal,1.0,1.0,Friendly,Maria Enzersdorf,Austria,True
2022-09-27,Ivory Coast,Guinea,3.0,1.0,Friendly,Amiens,France,True
2022-09-27,South Korea,Cameroon,1.0,0.0,Friendly,Seoul,South Korea,False
2022-09-27,Libya,Tanzania,2.0,1.0,Friendly,Benghazi,Libya,False
2022-09-27,Madagascar,Benin,3.0,1.0,Friendly,Mohammedia,Morocco,True
2022-09-27,Malta,Israel,2.0,1.0,Friendly,Ta' Qali,Malta,False
2022-09-27,Mauritania,Congo,2.0,0.0,Friendly,Mohammedia,Morocco,True
2022-09-27,Mexico,Colombia,2.0,3.0,Friendly,Santa Clara,United States,True
2022-09-27,Nepal,Bangladesh,3.0,1.0,Friendly,Kathmandu,Nepal,False
2022-09-27,Paraguay,Morocco,0.0,0.0,Friendly,Seville,Spain,True
2022-09-27,Peru,El Salvador,4.0,1.0,Friendly,"Washington, D.C.",United States,True
2022-09-27,Qatar,Chile,2.0,2.0,Friendly,Vienna,Austria,True
2022-09-27,Saudi Arabia,United States,0.0,0.0,Friendly,Murcia,Spain,True
2022-09-27,South Africa,Botswana,1.0,0.0,Friendly,Johannesburg,South Africa,False
2022-09-27,United Arab Emirates,Venezuela,0.0,4.0,Friendly,Wiener Neustadt,Austria,True
2022-09-27,Vietnam,India,3.0,0.0,Friendly,Ho Chi Minh City,Vietnam,False
2022-09-27,Portugal,Spain,0.0,1.0,UEFA Nations League,Braga,Portugal,False
2022-09-27,Switzerland,Czech Republic,2.0,1.0,UEFA Nations League,St. Gallen,Switzerland,False
2022-09-27,Republic of Ireland,Armenia,3.0,2.0,UEFA Nations League,Dublin,Republic of Ireland,False
2022-09-27,Ukraine,Scotland,0.0,0.0,UEFA Nations League,Kraków,Poland,True
2022-09-27,Albania,Iceland,1.0,1.0,UEFA Nations League,Tirana,Albania,False
2022-09-27,Norway,Serbia,0.0,2.0,UEFA Nations League,Oslo,Norway,False
2022-09-27,Sweden,Slovenia,1.0,1.0,UEFA Nations League,Stockholm,Sweden,False
2022-09-27,Kosovo,Cyprus,5.0,1.0,UEFA Nations League,Pristina,Kosovo,False
2022-09-27,Greece,Northern Ireland,3.0,1.0,UEFA Nations League,Athens,Greece,False
2022-09-30,Fiji,Solomon Islands,1.0,0.0,MSG Prime Minister's Cup,Luganville,Vanuatu,True
2022-10-01,Saint Vincent and the Grenadines,Grenada,1.0,5.0,Friendly,Kingstown,Saint Vincent and the Grenadines,False
2022-10-22,Saudi Arabia,North Macedonia,1.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-10-23,Qatar,Guatemala,2.0,0.0,Friendly,Málaga,Spain,True
2022-10-26,Saudi Arabia,Albania,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-10-27,Qatar,Honduras,1.0,0.0,Friendly,Marbella,Spain,True
2022-10-30,Saudi Arabia,Honduras,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-05,Brunei,Timor-Leste,6.0,2.0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False
2022-11-06,Saudi Arabia,Iceland,1.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-07,Qatar,Panama,2.0,1.0,Friendly,Marbella,Spain,True
2022-11-08,Brunei,Timor-Leste,0.0,1.0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False
2022-11-09,Albania,Qatar,0.0,1.0,Friendly,Marbella,Spain,True
2022-11-09,Cameroon,Jamaica,1.0,1.0,Friendly,Yaoundé,Cameroon,False
2022-11-09,Costa Rica,Nigeria,2.0,0.0,Friendly,San José,Costa Rica,False
2022-11-09,Mexico,Iraq,4.0,0.0,Friendly,Girona,Spain,True
2022-11-10,Iran,Nicaragua,1.0,0.0,Friendly,Tehran,Iran,False
2022-11-10,Saudi Arabia,Panama,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-11,Bahrain,Canada,2.0,2.0,Friendly,Isa Town,Bahrain,False
2022-11-11,South Korea,Iceland,1.0,0.0,Friendly,Hwaseong,South Korea,False
2022-11-12,Iraq,Ecuador,0.0,0.0,Friendly,Madrid,Spain,True
2022-11-13,Syria,Algeria,0.0,1.0,Friendly,Sharjah,United Arab Emirates,True
2022-11-13,West Papua,Raetia,1.0,1.0,Friendly,The Hague,Netherlands,True
2022-11-15,Venezuela,Panama,2.0,2.0,Friendly,Al Hamriyah,United Arab Emirates,True
2022-11-16,Albania,Italy,1.0,3.0,Friendly,Tirana,Albania,False
2022-11-16,Algeria,Mali,1.0,1.0,Friendly,Oran,Algeria,False
2022-11-16,Andorra,Austria,0.0,1.0,Friendly,Málaga,Spain,True
2022-11-16,Cyprus,Bulgaria,0.0,2.0,Friendly,Larnaca,Cyprus,False
2022-11-16,Czech Republic,Faroe Islands,5.0,0.0,Friendly,Olomouc,Czech Republic,False
2022-11-16,Dominican Republic,Cuba,2.0,4.0,Friendly,Santiago de los Caballeros,Dominican Republic,False
2022-11-16,Gibraltar,Liechtenstein,2.0,0.0,Friendly,Gibraltar,Gibraltar,False
2022-11-16,Iran,Tunisia,0.0,2.0,Friendly,Doha,Qatar,True
2022-11-16,Ivory Coast,Burundi,4.0,0.0,Friendly,Marrakech,Morocco,True
2022-11-16,Kosovo,Armenia,2.0,2.0,Friendly,Pristina,Kosovo,False
2022-11-16,Mexico,Sweden,1.0,2.0,Friendly,Girona,Spain,True
2022-11-16,Moldova,Azerbaijan,1.0,2.0,Friendly,Chișinău,Moldova,False
2022-11-16,Nepal,Pakistan,1.0,0.0,Friendly,Kathmandu,Nepal,False
2022-11-16,Nicaragua,El Salvador,1.0,0.0,Friendly,Managua,Nicaragua,False
2022-11-16,Oman,Germany,0.0,1.0,Friendly,Muscat,Oman,False
2022-11-16,Peru,Paraguay,1.0,0.0,Friendly,Lima,Peru,False
2022-11-16,Poland,Chile,1.0,0.0,Friendly,Warsaw,Poland,False
2022-11-16,Saudi Arabia,Croatia,0.0,1.0,Friendly,Riyadh,Saudi Arabia,False
2022-11-16,Turkey,Scotland,2.0,1.0,Friendly,Diyarbakir,Turkey,False
2022-11-16,United Arab Emirates,Argentina,0.0,5.0,Friendly,Abu Dhabi,United Arab Emirates,False
2022-11-16,Uzbekistan,Kazakhstan,2.0,0.0,Friendly,Tashkent,Uzbekistan,False
2022-11-16,Lithuania,Iceland,0.0,0.0,Baltic Cup,Kaunas,Lithuania,False
2022-11-16,Latvia,Estonia,1.0,1.0,Baltic Cup,Riga,Latvia,False
2022-11-17,Angola,Botswana,1.0,0.0,Friendly,Soweto,South Africa,True
2022-11-17,Gabon,Guinea-Bissau,3.0,1.0,Friendly,Antalya,Turkey,True
2022-11-17,Israel,Zambia,4.0,2.0,Friendly,Petah Tikva,Israel,False
2022-11-17,Japan,Canada,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2022-11-17,Jordan,Spain,1.0,3.0,Friendly,Amman,Jordan,False
2022-11-17,Luxembourg,Hungary,2.0,2.0,Friendly,Luxembourg,Luxembourg,False
2022-11-17,Malta,Greece,2.0,2.0,Friendly,Ta' Qali,Malta,False
2022-11-17,Montenegro,Slovakia,2.0,2.0,Friendly,Podgorica,Montenegro,False
2022-11-17,Morocco,Georgia,3.0,0.0,Friendly,Sharjah,United Arab Emirates,True
2022-11-17,Niger,Libya,2.0,3.0,Friendly,Antalya,Turkey,True
2022-11-17,North Macedonia,Finland,1.0,1.0,Friendly,Skopje,North Macedonia,False
2022-11-17,Portugal,Nigeria,4.0,0.0,Friendly,Lisbon,Portugal,False
2022-11-17,Republic of Ireland,Norway,1.0,2.0,Friendly,Dublin,Republic of Ireland,False
2022-11-17,Romania,Slovenia,1.0,2.0,Friendly,Cluj-Napoca,Romania,False
2022-11-17,Rwanda,Sudan,0.0,0.0,Friendly,Kigali,Rwanda,False
2022-11-17,South Africa,Mozambique,2.0,1.0,Friendly,Mbombela,South Africa,False
2022-11-17,Saint Lucia,San Marino,1.0,1.0,Friendly,Gros Islet,Saint Lucia,False
2022-11-17,Switzerland,Ghana,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-17,Syria,Belarus,0.0,1.0,Friendly,Dubai,United Arab Emirates,True
2022-11-17,Tajikistan,Russia,0.0,0.0,Friendly,Dushanbe,Tajikistan,False
2022-11-18,Bahrain,Serbia,1.0,5.0,Friendly,Arad,Bahrain,False
2022-11-18,Cameroon,Panama,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-11-18,Dominican Republic,Cuba,1.0,1.0,Friendly,San Cristóbal,Dominican Republic,False
2022-11-18,Egypt,Belgium,2.0,1.0,Friendly,Kuwait City,Kuwait,True
2022-11-19,Albania,Armenia,2.0,0.0,Friendly,Tirana,Albania,False
2022-11-19,Colombia,Paraguay,2.0,0.0,Friendly,Fort Lauderdale,United States,True
2022-11-19,Gibraltar,Andorra,1.0,0.0,Friendly,Gibraltar,Gibraltar,False
2022-11-19,Guatemala,Nicaragua,3.0,1.0,Friendly,Carson,United States,True
2022-11-19,Ivory Coast,Burkina Faso,1.0,2.0,Friendly,Marrakech,Morocco,True
2022-11-19,Kosovo,Faroe Islands,1.0,1.0,Friendly,Pristina,Kosovo,False
2022-11-19,Kuwait,Lebanon,2.0,0.0,Friendly,Dubai,United Arab Emirates,True
2022-11-19,Peru,Bolivia,1.0,0.0,Friendly,Arequipa,Peru,False
2022-11-19,Rwanda,Sudan,1.0,0.0,Friendly,Kigali,Rwanda,False
2022-11-19,Sweden,Algeria,2.0,0.0,Friendly,Malmö,Sweden,False
2022-11-19,Turkey,Czech Republic,2.0,1.0,Friendly,Gaziantep,Turkey,False
2022-11-19,United Arab Emirates,Kazakhstan,2.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False
2022-11-19,Estonia,Lithuania,2.0,0.0,Baltic Cup,Tallinn,Estonia,False
2022-11-19,Latvia,Iceland,1.0,1.0,Baltic Cup,Riga,Latvia,False
2022-11-20,Austria,Italy,2.0,0.0,Friendly,Vienna,Austria,False
2022-11-20,Gambia,Guinea-Bissau,0.0,0.0,Friendly,Antalya,Turkey,True
2022-11-20,Hungary,Greece,2.0,1.0,Friendly,Budapest,Hungary,False
2022-11-20,Israel,Cyprus,2.0,3.0,Friendly,Petah Tikva,Israel,False
2022-11-20,Luxembourg,Bulgaria,0.0,0.0,Friendly,Luxembourg,Luxembourg,False
2022-11-20,Malta,Republic of Ireland,0.0,1.0,Friendly,Ta' Qali,Malta,False
2022-11-20,Moldova,Romania,0.0,5.0,Friendly,Chișinău,Moldova,False
2022-11-20,Niger,Gabon,1.0,3.0,Friendly,Antalya,Turkey,True
2022-11-20,North Macedonia,Azerbaijan,1.0,3.0,Friendly,Skopje,North Macedonia,False
2022-11-20,Norway,Finland,1.0,1.0,Friendly,Oslo,Norway,False
2022-11-20,Oman,Belarus,2.0,0.0,Friendly,Al Ain,United Arab Emirates,True
2022-11-20,Slovakia,Chile,0.0,0.0,Friendly,Bratislava,Slovakia,False
2022-11-20,Slovenia,Montenegro,1.0,0.0,Friendly,Ljubljana,Slovenia,False
2022-11-20,South Africa,Angola,1.0,1.0,Friendly,Mbombela,South Africa,False
2022-11-20,Saint Lucia,San Marino,1.0,0.0,Friendly,Gros Islet,Saint Lucia,False
2022-11-20,Syria,Venezuela,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2022-11-20,Uzbekistan,Russia,0.0,0.0,Friendly,Tashkent,Uzbekistan,False
2022-11-20,Qatar,Ecuador,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-21,Senegal,Netherlands,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-21,England,Iran,6.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-21,United States,Wales,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-22,Argentina,Saudi Arabia,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-22,Mexico,Poland,0.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-22,Denmark,Tunisia,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-22,France,Australia,4.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-23,Germany,Japan,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-23,Spain,Costa Rica,7.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-23,Morocco,Croatia,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-23,Belgium,Canada,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-24,Switzerland,Cameroon,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-24,Brazil,Serbia,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-24,Uruguay,South Korea,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-24,Portugal,Ghana,3.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-25,Qatar,Senegal,1.0,3.0,FIFA World Cup,Doha,Qatar,False
2022-11-25,Netherlands,Ecuador,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-25,Wales,Iran,0.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-25,England,United States,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-26,Poland,Saudi Arabia,2.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-26,Argentina,Mexico,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-26,Tunisia,Australia,0.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-26,France,Denmark,2.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-11-27,Japan,Costa Rica,0.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-27,Spain,Germany,1.0,1.0,FIFA World Cup,Al Khor,Qatar,True
2022-11-27,Belgium,Morocco,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-27,Croatia,Canada,4.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Cameroon,Serbia,3.0,3.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-28,Brazil,Switzerland,1.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-11-28,South Korea,Ghana,2.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-28,Portugal,Uruguay,2.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-11-29,Ecuador,Senegal,1.0,2.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-29,Qatar,Netherlands,0.0,2.0,FIFA World Cup,Al Khor,Qatar,False
2022-11-29,Wales,England,0.0,3.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-11-29,Iran,United States,0.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-11-30,Poland,Argentina,0.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-11-30,Saudi Arabia,Mexico,1.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-11-30,Australia,Denmark,1.0,0.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-11-30,Tunisia,France,1.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Japan,Spain,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Costa Rica,Germany,2.0,4.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-01,Croatia,Belgium,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-01,Canada,Morocco,1.0,2.0,FIFA World Cup,Doha,Qatar,True
2022-12-02,Serbia,Switzerland,2.0,3.0,FIFA World Cup,Doha,Qatar,True
2022-12-02,Cameroon,Brazil,1.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-12-02,Ghana,Uruguay,0.0,2.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-12-02,South Korea,Portugal,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-03,Netherlands,United States,3.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-03,Argentina,Australia,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-04,France,Poland,3.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-12-04,England,Senegal,3.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-05,Japan,Croatia,1.0,1.0,FIFA World Cup,Al Wakrah,Qatar,True
2022-12-05,Brazil,South Korea,4.0,1.0,FIFA World Cup,Doha,Qatar,True
2022-12-06,Morocco,Spain,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-06,Portugal,Switzerland,6.0,1.0,FIFA World Cup,Lusail,Qatar,True
2022-12-09,Croatia,Brazil,1.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-09,Netherlands,Argentina,2.0,2.0,FIFA World Cup,Lusail,Qatar,True
2022-12-09,Malaysia,Cambodia,4.0,0.0,Friendly,Kuala Lumpur,Malaysia,False
2022-12-10,Morocco,Portugal,1.0,0.0,FIFA World Cup,Doha,Qatar,True
2022-12-10,England,France,1.0,2.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-11,Thailand,Myanmar,6.0,0.0,Friendly,Pathum Thani,Thailand,False
2022-12-13,Argentina,Croatia,3.0,0.0,FIFA World Cup,Lusail,Qatar,True
2022-12-14,France,Morocco,2.0,0.0,FIFA World Cup,Al Khor,Qatar,True
2022-12-14,Malaysia,Maldives,3.0,0.0,Friendly,Kuala Lumpur,Malaysia,False
2022-12-14,Thailand,Taiwan,0.0,1.0,Friendly,Pathum Thani,Thailand,False
2022-12-14,Vietnam,Philippines,1.0,0.0,Friendly,Hanoi,Vietnam,False
2022-12-17,Croatia,Morocco,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True
2022-12-17,Singapore,Maldives,3.0,1.0,Friendly,Singapore,Singapore,False
2022-12-18,Argentina,France,3.0,3.0,FIFA World Cup,Lusail,Qatar,True
2022-12-20,Cambodia,Philippines,3.0,2.0,AFF Championship,Phnom Penh,Cambodia,False
2022-12-20,Brunei,Thailand,0.0,5.0,AFF Championship,Kuala Lumpur,Malaysia,True
2022-12-21,Myanmar,Malaysia,0.0,1.0,AFF Championship,Yangon,Myanmar,False
2022-12-21,Laos,Vietnam,0.0,6.0,AFF Championship,Vientiane,Laos,False
2022-12-23,Oman,Syria,2.0,1.0,Friendly,Dubai,United Arab Emirates,True
2022-12-23,Philippines,Brunei,5.0,1.0,AFF Championship,Manila,Philippines,False
2022-12-23,Indonesia,Cambodia,2.0,1.0,AFF Championship,Jakarta,Indonesia,False
2022-12-24,Singapore,Myanmar,3.0,2.0,AFF Championship,Singapore,Singapore,False
2022-12-24,Malaysia,Laos,5.0,0.0,AFF Championship,Kuala Lumpur,Malaysia,False
2022-12-26,Brunei,Indonesia,0.0,7.0,AFF Championship,Kuala Lumpur,Malaysia,True
2022-12-26,Thailand,Philippines,4.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2022-12-27,Laos,Singapore,0.0,2.0,AFF Championship,Vientiane,Laos,False
2022-12-27,Vietnam,Malaysia,3.0,0.0,AFF Championship,Hanoi,Vietnam,False
2022-12-29,Cambodia,Brunei,5.0,1.0,AFF Championship,Phnom Penh,Cambodia,False
2022-12-29,Indonesia,Thailand,1.0,1.0,AFF Championship,Jakarta,Indonesia,False
2022-12-30,Iraq,Kuwait,1.0,0.0,Friendly,Basra,Iraq,False
2022-12-30,Oman,Syria,1.0,0.0,Friendly,Dubai,United Arab Emirates,True
2022-12-30,United Arab Emirates,Lebanon,1.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,False
2022-12-30,Myanmar,Laos,2.0,2.0,AFF Championship,Yangon,Myanmar,False
2022-12-30,Singapore,Vietnam,0.0,0.0,AFF Championship,Singapore,Singapore,False
2023-01-02,Thailand,Cambodia,3.0,1.0,AFF Championship,Pathum Thani,Thailand,False
2023-01-02,Philippines,Indonesia,1.0,2.0,AFF Championship,Manila,Philippines,False
2023-01-03,Vietnam,Myanmar,3.0,0.0,AFF Championship,Hanoi,Vietnam,False
2023-01-03,Malaysia,Singapore,4.0,1.0,AFF Championship,Kuala Lumpur,Malaysia,False
2023-01-06,Iraq,Oman,0.0,0.0,Gulf Cup,Basra,Iraq,False
2023-01-06,Yemen,Saudi Arabia,0.0,2.0,Gulf Cup,Basra,Iraq,True
2023-01-06,Indonesia,Vietnam,0.0,0.0,AFF Championship,Jakarta,Indonesia,False
2023-01-07,Bahrain,United Arab Emirates,2.0,1.0,Gulf Cup,Basra,Iraq,True
2023-01-07,Kuwait,Qatar,0.0,2.0,Gulf Cup,Basra,Iraq,True
2023-01-07,Malaysia,Thailand,1.0,0.0,AFF Championship,Kuala Lumpur,Malaysia,False
2023-01-08,Iceland,Estonia,1.0,1.0,Friendly,Albufeira,Portugal,True
2023-01-09,Sweden,Finland,2.0,0.0,Friendly,Faro-Loulé,Portugal,True
2023-01-09,Oman,Yemen,3.0,2.0,Gulf Cup,Basra,Iraq,True
2023-01-09,Iraq,Saudi Arabia,2.0,0.0,Gulf Cup,Basra,Iraq,False
2023-01-09,Vietnam,Indonesia,2.0,0.0,AFF Championship,Hanoi,Vietnam,False
2023-01-10,United Arab Emirates,Kuwait,0.0,1.0,Gulf Cup,Basra,Iraq,True
2023-01-10,Qatar,Bahrain,1.0,2.0,Gulf Cup,Basra,Iraq,True
2023-01-10,Thailand,Malaysia,3.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2023-01-12,Finland,Estonia,0.0,1.0,Friendly,Albufeira,Portugal,True
2023-01-12,Sweden,Iceland,2.0,1.0,Friendly,Faro-Loulé,Portugal,True
2023-01-12,Iraq,Yemen,5.0,0.0,Gulf Cup,Basra,Iraq,False
2023-01-12,Saudi Arabia,Oman,1.0,2.0,Gulf Cup,Basra,Iraq,True
2023-01-13,Bahrain,Kuwait,1.0,1.0,Gulf Cup,Basra,Iraq,True
2023-01-13,Qatar,United Arab Emirates,1.0,1.0,Gulf Cup,Basra,Iraq,True
2023-01-13,Vietnam,Thailand,2.0,2.0,AFF Championship,Hanoi,Vietnam,False
2023-01-16,Iraq,Qatar,2.0,1.0,Gulf Cup,Basra,Iraq,False
2023-01-16,Bahrain,Oman,0.0,1.0,Gulf Cup,Basra,Iraq,True
2023-01-16,Thailand,Vietnam,1.0,0.0,AFF Championship,Pathum Thani,Thailand,False
2023-01-19,Iraq,Oman,3.0,2.0,Gulf Cup,Basra,Iraq,False
2023-01-25,United States,Serbia,1.0,2.0,Friendly,Los Angeles,United States,False
2023-01-28,United States,Colombia,0.0,0.0,Friendly,Carson,United States,False
2023-02-22,Grenada,Barbados,1.0,1.0,Friendly,Sauteurs,Grenada,False
2023-02-26,Grenada,Barbados,2.0,2.0,Friendly,St. George's,Grenada,False
2023-03-03,Grenada,Saint Lucia,1.0,2.0,Friendly,St. George's,Grenada,False
2023-03-04,Saint Barthélemy,Sint Maarten,5.0,1.0,Friendly,Saint-Jean,Saint Barthélemy,False
2023-03-05,Grenada,Saint Lucia,2.0,0.0,Friendly,Gouyave,Grenada,False
2023-03-10,Saint Martin,Saint Barthélemy,3.0,2.0,Friendly,Quartier-d'Orleans,Saint Martin,False
2023-03-11,Jamaica,Trinidad and Tobago,0.0,1.0,Friendly,Montego Bay,Jamaica,False
2023-03-12,Guatemala,Panama,1.0,1.0,Friendly,San Jose,United States,True
2023-03-14,Jamaica,Trinidad and Tobago,0.0,0.0,Friendly,Kingston,Jamaica,False
2023-03-15,Bangladesh,Malawi,1.0,1.0,Friendly,Medina,Saudi Arabia,True
2023-03-19,Ethiopia,Rwanda,1.0,0.0,Friendly,Adama,Ethiopia,False
2023-03-20,Fiji,Vanuatu,1.0,2.0,Friendly,Lautoka,Fiji,False
2023-03-21,Maldives,Pakistan,1.0,0.0,Friendly,Laamu,Maldives,False
2023-03-21,Tahiti,New Caledonia,0.0,2.0,Friendly,Pirae,Tahiti,False
2023-03-22,Honduras,El Salvador,1.0,0.0,Friendly,Los Angeles,United States,True
2023-03-22,India,Myanmar,1.0,0.0,Tri Nation Tournament,Imphal,India,False
2023-03-22,Nepal,Laos,2.0,0.0,Tri Nation Tournament,Kathmandu,Nepal,False
2023-03-22,Republic of Ireland,Latvia,3.0,2.0,Friendly,Dublin,Republic of Ireland,False
2023-03-22,Sierra Leone,São Tomé and Príncipe,2.0,2.0,African Cup of Nations qualification,Agadir,Morocco,True
2023-03-22,Benin,Rwanda,1.0,1.0,African Cup of Nations qualification,Cotonou,Benin,False
2023-03-23,Argentina,Panama,2.0,0.0,Friendly,Buenos Aires,Argentina,False
2023-03-23,Hong Kong,Singapore,1.0,1.0,Friendly,Hong Kong,Hong Kong,False
2023-03-23,Hungary,Estonia,1.0,0.0,Friendly,Budapest,Hungary,False
2023-03-23,Iran,Russia,1.0,1.0,Friendly,Tehran,Iran,False
2023-03-23,Malaysia,Turkmenistan,1.0,0.0,Friendly,Johor Bahru,Malaysia,False
2023-03-23,New Zealand,China PR,0.0,0.0,Friendly,Auckland,New Zealand,False
2023-03-23,Solomon Islands,Vanuatu,2.0,0.0,Friendly,Lautoka,Fiji,True
2023-03-23,Madagascar,Central African Republic,0.0,3.0,African Cup of Nations qualification,Antananarivo,Madagascar,False
2023-03-23,Ghana,Angola,1.0,0.0,African Cup of Nations qualification,Kumasi,Ghana,False
2023-03-23,Algeria,Niger,2.0,1.0,African Cup of Nations qualification,Algiers,Algeria,False
2023-03-23,Congo,South Sudan,1.0,2.0,African Cup of Nations qualification,Brazzaville,Congo,False
2023-03-23,Zambia,Lesotho,3.0,1.0,African Cup of Nations qualification,Ndola,Zambia,False
2023-03-23,Gabon,Sudan,1.0,0.0,African Cup of Nations qualification,Franceville,Gabon,False
2023-03-23,Italy,England,1.0,2.0,UEFA Euro qualification,Napoli,Italy,False
2023-03-23,North Macedonia,Malta,2.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False
2023-03-23,Denmark,Finland,3.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
2023-03-23,San Marino,Northern Ireland,0.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False
2023-03-23,Kazakhstan,Slovenia,1.0,2.0,UEFA Euro qualification,Astana,Kazakhstan,False
2023-03-23,Portugal,Liechtenstein,4.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
2023-03-23,Bosnia and Herzegovina,Iceland,3.0,0.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
